topic	rank	word	score
18	3	has	0.11413294076919556
18	4	questioning	0.11413294076919556
18	5	status	0.09992797672748566
18	6	receiving	0.09485801309347153
18	7	account	0.07129649072885513
18	8	seeking	0.04919121414422989
18	9	clarification	0.029916292056441307
18	10	charges	0.028602298349142075
19	1	fearing	0.2941209375858307
19	2	checks	0.2941209375858307
19	3	solution	0.25493764877319336
19	4	technician	0.23201686143875122
19	5	potential	0.21575431525707245
19	6	disconnection	0.21575431525707245
19	7	errors	0.21575431525707245
19	8	seeking	0.19943289458751678
19	9	unresolved	0.14493614435195923
19	10	resolution	0.1057528480887413
20	1	submit	0.09756439179182053
20	2	invoice	0.08456669002771378
20	3	wants	0.08456669002771378
20	4	complaint	0.07696352154016495
20	5	past	0.07696352154016495
20	6	patterns	0.07156898081302643
20	7	months	0.06738465279340744
20	8	two	0.06738465279340744
20	9	amounts	0.05438695475459099
20	10	regarding	0.052599724382162094
21	1	seeks	0.04827366769313812
21	2	verification	0.04333897680044174
21	3	levels	0.03999967500567436
21	4	increase	0.03707040101289749
21	5	despite	0.03637472167611122
21	6	consumption	0.0352618545293808
21	7	concerned	0.03353659808635712
21	8	usage	0.027695683762431145
21	9	significant	0.025508366525173187
21	10	bills	0.025178061798214912
22	1	adults	0.1129545196890831
22	2	household	0.1129545196890831
22	3	only	0.1129545196890831
22	4	neighbors	0.09790651500225067
22	5	having	0.08910399675369263
22	6	increasing	0.07801413536071777
22	7	two	0.07801413536071777
22	8	which	0.06525347381830215
22	9	higher	0.06525347381830215
22	10	dewa	0.05566142871975899
23	1	customer	0.0028818442951887846
23	2	bill	0.0028818442951887846
23	3	high	0.0028818442951887846
23	4	concerned	0.0028818442951887846
23	5	electricity	0.0028818442951887846
23	6	seeks	0.0028818442951887846
23	7	charges	0.0028818442951887846
23	8	clarification	0.0028818442951887846
23	9	consumption	0.0028818442951887846
23	10	billing	0.0028818442951887846
24	1	unusually	0.1939900517463684
24	2	bedroom	0.14063209295272827
24	3	house	0.12189683318138123
24	4	two	0.09713016450405121
24	5	confused	0.07130338996648788
24	6	clarification	0.057887088507413864
24	7	charges	0.055332668125629425
24	8	seeks	0.04980361834168434
24	9	high	0.0377408042550087
24	10	frustrated	0.0377408042550087
25	1	more	0.156436026096344
25	2	charged	0.14235566556453705
25	3	renovations	0.09034010022878647
25	4	used	0.07830482721328735
25	5	water	0.07478111982345581
25	6	expected	0.06626955419778824
25	7	after	0.06626955419778824
25	8	discrepancy	0.062395066022872925
25	9	unhappy	0.035897813737392426
25	10	resolution	0.03248228877782822
26	1	customer	0.0028818442951887846
26	2	bill	0.0028818442951887846
26	3	high	0.0028818442951887846
26	4	concerned	0.0028818442951887846
26	5	electricity	0.0028818442951887846
26	6	seeks	0.0028818442951887846
26	7	charges	0.0028818442951887846
26	8	clarification	0.0028818442951887846
26	9	consumption	0.0028818442951887846
26	10	billing	0.0028818442951887846
27	1	june	0.22062565386295319
27	2	surge	0.12740890681743622
27	3	january	0.12740890681743622
27	4	significant	0.11878380924463272
27	5	explanation	0.11043526977300644
27	6	increase	0.08639143407344818
27	7	electricity	0.04312146455049515
27	8	concerned	0.038157667964696884
27	9	seeks	0.022682812064886093
27	10	bill	0.02218714728951454
28	1	number	0.20615044236183167
28	2	provide	0.11904963105916977
28	3	follow	0.11904963105916977
28	4	mobile	0.11904963105916977
28	5	requests	0.09391211718320847
28	6	account	0.0586649626493454
28	7	significant	0.05560961365699768
28	8	increase	0.040476057678461075
28	9	verification	0.037054598331451416
28	10	consumption	0.025750886648893356
29	1	april	0.12004462629556656
29	2	possible	0.10405206680297852
29	3	march	0.10405206680297852
29	4	error	0.0946970209479332
29	5	paying	0.08805950731039047
29	6	after	0.08805950731039047
29	7	indicating	0.08291105180978775
29	8	receiving	0.07870446145534515
29	9	verification	0.03736429288983345
29	10	frustrated	0.03221584111452103
30	1	aed	0.13944193720817566
30	2	between	0.10108771920204163
30	3	704	0.10108771920204163
30	4	300	0.10108771920204163
30	5	month	0.08762063086032867
30	6	usually	0.08762063086032867
30	7	400	0.08762063086032867
30	8	which	0.058398060500621796
30	9	amount	0.04981373995542526
30	10	unhappy	0.04016852006316185
31	1	charges	0.0028819816652685404
31	2	bill	0.0028818442951887846
31	3	high	0.0028818442951887846
31	4	concerned	0.0028818442951887846
31	5	electricity	0.0028818442951887846
31	6	seeks	0.0028818442951887846
31	7	customer	0.0028818442951887846
31	8	clarification	0.0028818442951887846
31	9	consumption	0.0028818442951887846
31	10	billing	0.0028818442951887846
32	1	invoice	0.1355733722448349
32	2	unhappy	0.12400303035974503
32	3	paying	0.11473605781793594
32	4	previous	0.08719063550233841
32	5	discrepancies	0.07123894989490509
32	6	seeks	0.05539146810770035
32	7	verification	0.04868335276842117
32	8	despite	0.044773709028959274
32	9	high	0.041975237429142
32	10	billing	0.03880790248513222
33	1	raise	0.20310190320014954
33	2	complaint	0.16021662950515747
33	3	patterns	0.14898669719696045
33	4	water	0.08425633609294891
33	5	unhappy	0.0807051807641983
33	6	unexpected	0.07591929286718369
33	7	consumption	0.043931711465120316
33	8	seeks	0.03615855425596237
33	9	electricity	0.0345650315284729
33	10	customer	0.000607829075306654
34	1	multiple	0.027929266914725304
34	2	dewa	0.02613404393196106
34	3	disconnection	0.025969257578253746
34	4	his	0.01772414706647396
34	5	incurred	0.01772414706647396
34	6	channels	0.01772414706647396
34	7	accounts	0.01772414706647396
34	8	success	0.01772414706647396
34	9	through	0.01772414706647396
34	10	meters	0.01772414706647396
35	1	meter	0.13168829679489136
35	2	informed	0.10942994803190231
35	3	request	0.08717159181833267
35	4	suspects	0.07289319485425949
35	5	associated	0.06319460272789001
35	6	check	0.05477570369839668
35	7	inspection	0.05477570369839668
35	8	reading	0.05477570369839668
35	9	issue	0.051180750131607056
35	10	technician	0.049850963056087494
36	1	discounts	0.072333425283432
36	2	applied	0.072333425283432
36	3	accuracy	0.06269703805446625
36	4	claiming	0.06269703805446625
36	5	unhappy	0.05734623596072197
36	6	actual	0.0570601150393486
36	7	questioning	0.0570601150393486
36	8	minimal	0.05306064710021019
36	9	municipality	0.05306064710021019
36	10	monthly	0.047423724085092545
37	1	suspect	0.11683355271816254
37	2	consistent	0.09216397255659103
37	3	past	0.09216397255659103
37	4	two	0.08069325983524323
37	5	seek	0.08069325983524323
37	6	months	0.08069325983524323
37	7	usage	0.059237040579319
37	8	unexpectedly	0.05757293105125427
37	9	account	0.05757293105125427
37	10	issue	0.047423504292964935
38	1	customer	0.0028818317223340273
38	2	bill	0.0028818317223340273
38	3	high	0.0028818317223340273
38	4	concerned	0.0028818317223340273
38	5	electricity	0.0028818317223340273
38	6	seeks	0.0028818317223340273
38	7	charges	0.0028818317223340273
38	8	clarification	0.0028818317223340273
38	9	consumption	0.0028818317223340273
38	10	billing	0.0028818317223340273
39	1	portal	0.12074784934520721
39	2	missing	0.12074784934520721
39	3	address	0.10466160625219345
39	4	notifications	0.09525176137685776
39	5	email	0.09525176137685776
39	6	expected	0.08857535570859909
39	7	due	0.08339674770832062
39	8	higher	0.0697556585073471
39	9	incorrect	0.0697556585073471
39	10	frustrated	0.03240456059575081
40	1	customer	0.0028818442951887846
40	2	bill	0.0028818442951887846
40	3	high	0.0028818442951887846
40	4	concerned	0.0028818442951887846
40	5	electricity	0.0028818442951887846
40	6	seeks	0.0028818442951887846
40	7	charges	0.0028818442951887846
40	8	clarification	0.0028818442951887846
40	9	consumption	0.0028818442951887846
40	10	billing	0.0028818442951887846
41	1	customer	0.0028818317223340273
41	2	bill	0.0028818317223340273
41	3	high	0.0028818317223340273
41	4	concerned	0.0028818317223340273
41	5	electricity	0.0028818317223340273
41	6	seeks	0.0028818317223340273
41	7	charges	0.0028818317223340273
41	8	clarification	0.0028818317223340273
41	9	consumption	0.0028818317223340273
41	10	billing	0.0028818317223340273
42	1	customer	0.0028818442951887846
42	2	bill	0.0028818442951887846
42	3	high	0.0028818442951887846
42	4	concerned	0.0028818442951887846
42	5	electricity	0.0028818442951887846
42	6	seeks	0.0028818442951887846
42	7	charges	0.0028818442951887846
42	8	clarification	0.0028818442951887846
42	9	consumption	0.0028818442951887846
42	10	billing	0.0028818442951887846
43	1	customer	0.0028818442951887846
43	2	bill	0.0028818442951887846
43	3	high	0.0028818442951887846
43	4	concerned	0.0028818442951887846
43	5	electricity	0.0028818442951887846
43	6	seeks	0.0028818442951887846
43	7	charges	0.0028818442951887846
43	8	clarification	0.0028818442951887846
43	9	consumption	0.0028818442951887846
43	10	billing	0.0028818442951887846
